0.000000	10000000.000000
0.010000	10000000.000000
0.020000	10000000.000000
0.030000	10000000.000000
0.040000	10000000.000000
0.050000	10000000.000000
0.060000	10000000.000000
0.070000	10000000.000000
0.080000	10000000.000000
0.090000	10000000.000000
0.100000	10000000.000000
0.110000	10000000.000000
0.120000	10000000.000000
0.130000	10000000.000000
0.140000	10000000.000000
0.150000	10000000.000000
0.160000	10000000.000000
0.170000	10000000.000000
0.180000	10000000.000000
0.190000	10000000.000000
0.200000	10000000.000000
0.210000	10000000.000000
0.220000	10000000.000000
0.230000	10000000.000000
0.240000	10000000.000000
0.250000	10000000.000000
0.260000	10000000.000000
0.270000	10000000.000000
0.280000	10000000.000000
0.290000	10000000.000000
0.300000	10000000.000000
0.310000	10000000.000000
0.320000	10000000.000000
0.330000	10000000.000000
0.340000	10000000.000000
0.350000	10000000.000000
0.360000	10000000.000000
0.370000	10000000.000000
0.380000	10000000.000000
0.390000	10000000.000000
0.400000	10000000.000000
0.410000	10000000.000000
0.420000	10000000.000000
0.430000	10000000.000000
0.440000	10000000.000000
0.450000	10000000.000000
0.460000	10000000.000000
0.470000	10000000.000000
0.480000	10000000.000000
0.490000	10000000.000000
0.500000	10000000.000000
0.510000	10000000.000000
0.520000	10000000.000000
0.530000	10000000.000000
0.540000	10000000.000000
0.550000	10000000.000000
0.560000	10000000.000000
0.570000	10000000.000000
0.580000	10000000.000000
0.590000	10000000.000000
0.600000	10000000.000000
0.610000	10000000.000000
0.620000	10000000.000000
0.630000	10000000.000000
0.640000	10000000.000000
0.650000	10000000.000000
0.660000	10000000.000000
0.670000	10000000.000000
0.680000	10000000.000000
0.690000	10000000.000000
0.700000	10000000.000000
0.710000	10000000.000000
0.720000	10000000.000000
0.730000	10000000.000000
0.740000	10000000.000000
0.750000	10000000.000000
0.760000	10000000.000000
0.770000	10000000.000000
0.780000	10000000.000000
0.790000	10000000.000000
0.800000	10000000.000000
0.810000	10000000.000000
0.820000	10000000.000000
0.830000	10000000.000000
0.840000	10000000.000000
0.850000	10000000.000000
0.860000	10000000.000000
0.870000	10000000.000000
0.880000	10000000.000000
0.890000	10000000.000000
0.900000	10000000.000000
0.910000	10000000.000000
0.920000	10000000.000000
0.930000	10000000.000000
0.940000	10000000.000000
0.950000	10000000.000000
0.960000	10000000.000000
0.970000	10000000.000000
0.980000	10000000.000000
0.990000	10000000.000000
1.000000	10000000.000000
